2785	8476	207
10108	5081	14
755	9062	307
4945	11640	268
6047	2698	33
3802	402	80
2629	482	116
10876	1908	260
1499	5981	195
3802	6864	255
5020	628	288
4925	6931	14
10925	11640	248
11363	6639	288
5226	12060	302
2623	6344	198
5017	1810	21
10038	10813	293
1429	11743	288
10014	6199	255
4368	9154	14
9754	4169	307
39	11839	195
6089	5926	152
6582	12157	283
7807	4393	85
7943	3524	195
8013	6170	33
9122	7778	288
4273	6118	43
5069	9930	159
747	7916	294
4898	8193	14
232	2944	302
9122	6632	288
4930	3375	195
5078	3339	255
5069	589	159
11498	10947	33
11448	2001	65
4075	9653	313
11720	11957	251
80	6983	307
10399	71	255
739	759	288
5430	489	40
1429	10580	8
5069	10874	294
1640	11451	152
505	6592	238
9214	4554	288
1756	6810	214
5859	9976	311
10358	3969	255
5704	4646	14
817	80	255
2461	134	109
4075	11180	33
10390	8333	14
7895	11699	255
11068	3078	288
5587	5966	33
5831	829	255
1599	6874	288
6135	9594	288
3339	3339	159
10149	138	307
5568	1109	232
5638	2217	231
7191	9807	288
10676	1836	14
6070	10212	288
1336	2426	81
8421	4863	187
6015	7293	2
1881	3325	255
8696	5674	307
2437	7685	163
1704	4286	330
1715	10267	187
7033	7215	253
8236	1188	288
11094	5078	296
5226	7551	158
954	5187	116
4967	10465	288
10156	4704	250
8236	11991	294
11637	11220	288
6233	7555	155
1599	10947	33
7298	7938	307
7765	6705	294
12348	4096	8
2906	2090	14
829	7685	255
9597	4930	14
8226	4142	14
1897	2442	205
4273	3658	33
1515	8002	188
6217	3192	149
10605	8297	159
8904	1033	8
5194	1881	255
1377	6561	159
1499	10463	14
11170	6740	255
9930	6740	255
3920	11720	263
6681	12390	14
71	6864	255
2090	9242	14
10384	9422	33
1641	626	237
1779	2701	163
6792	10796	293
6983	7592	255
12327	9780	131
9005	4032	75
4161	11590	255
9681	6409	155
8027	8667	209
6561	1881	255
6961	7182	288
10399	4894	263
3916	4364	251
10463	5981	195
12113	4458	307
9182	3878	14
12095	8646	207
7688	6810	214
6773	3459	159
1064	1577	255
1285	8027	14
1198	5354	263
8236	6782	33
7192	5392	288
5333	3271	253
3232	6734	4
11250	5122	288
4075	11548	255
1332	1033	8
2961	11655	195
966	80	159
5771	3742	307
8236	1881	255
5078	1122	270
5025	1040	209
829	3310	255
1033	6872	128
3740	10399	159
9242	6034	14
10108	8586	195
662	10438	14
8949	5787	207
7538	6183	14
9400	80	186
1657	2013	188
5149	1504	14
11068	2595	288
5640	3647	14
10399	10358	33
6569	4161	159
5587	10948	33
10876	6344	198
5831	10358	255
1252	5983	160
4967	5194	255
2978	4586	294
498	4666	14
2392	7848	31
11981	1949	192
5194	368	255
12042	1429	255
3025	9729	334
3305	2912	288
491	1212	75
80	11645	288
1064	3768	33
12006	8600	116
9214	4455	237
381	9201	288
2603	1550	288
684	4397	60
2808	198	207
8777	1064	255
1770	7633	264
3802	969	126
9038	99	269
3662	9946	234
10539	1332	14
5992	515	209
8281	11219	85
5149	6931	14
9143	8285	14
6585	3375	195
7142	10464	165
4161	120	255
5807	2941	29
10938	5638	260
4967	1881	255
2808	11093	14
9508	10399	307
5966	7373	81
908	9581	8
11872	5831	255
1577	5730	255
6592	2337	288
1608	1814	276
4388	4627	195
9623	8937	307
11548	7192	255
1836	5983	159
3341	921	288
1898	6417	14
9214	10297	288
1483	3327	330
5564	1134	110
8261	1700	172
11250	8534	288
8777	5300	255
10938	4468	205
2761	6077	205
5078	103	57
10300	792	155
6523	1911	195
7191	1082	51
6705	5831	255
11637	2940	288
5835	12015	270
1836	1336	14
10565	6114	339
817	9632	311
9413	7088	33
10032	6186	288
9597	12251	14
4745	2478	307
10989	4832	76
3909	3473	214
1577	2701	255
250	3305	255
6047	7218	8
3168	7203	102
6847	9044	195
3867	10945	255
9242	7425	217
2666	11168	288
11097	7045	102
2170	10577	155
6791	1881	159
6251	2453	234
7846	6153	288
591	8253	31
6432	8157	89
1599	6822	288
4161	4967	255
9214	4064	172
9143	3375	195
11114	10100	255
6047	3473	214
5608	1654	302
3192	8856	115
8236	9930	255
7138	1989	195
5460	4848	14
3491	2152	307
1513	7021	172
3920	10270	307
1599	9213	288
6047	9141	152
5759	80	334
9940	2355	113
1285	498	14
1738	11981	307
12042	3862	255
12339	2954	307
8236	12345	31
1064	6705	255
7192	5173	255
8172	5592	51
2625	3802	159
5831	6875	65
11842	11813	195
9242	4143	14
3406	9357	307
4075	4020	288
6347	7813	269
5241	24	8
5226	7723	39
10541	9044	195
6225	6810	214
10390	10399	159
8413	7085	315
11956	11498	255
3422	6741	288
5992	5313	214
1534	6782	33
11114	12122	33
4967	7260	152
9846	11703	288
7538	4161	159
4894	9498	29
6864	7088	33
555	1490	288
1064	7111	255
3226	3864	133
2857	1429	255
3203	2012	188
6572	2392	294
10100	11817	8
11699	11699	159
5078	1363	8
11386	1528	85
4967	8072	288
10783	8156	307
5484	11813	195
7819	7895	255
9157	3152	20
10539	8544	209
4349	2582	4
4011	12122	33
11250	524	288
11466	422	240
10100	3305	255
791	6015	116
1429	4075	255
3739	4161	255
10445	3647	14
12314	6339	264
5226	10166	184
8858	3828	268
7685	2020	288
1064	9940	263
738	3577	172
7773	6665	14
3662	3662	159
737	4858	57
4452	4241	33
3846	5078	159
8287	5408	185
3252	7177	14
2571	2339	91
11386	2776	52
9914	267	195
140	2035	14
5046	3970	288
3459	6705	255
1704	10680	284
11813	1643	75
4967	10367	288
4967	5017	8
11849	1229	246
4778	535	307
9454	4415	33
11250	8892	288
10261	8048	307
1370	10635	33
10100	1249	57
3305	1761	31
2785	11919	288
7293	4396	283
11997	11787	144
12113	4618	14
6772	12201	302
9705	1794	214
4313	6396	307
662	9441	14
6237	7131	307
2995	71	255
9275	2001	65
5078	8606	255
5664	908	294
2243	8778	14
11641	300	14
11640	6773	339
2779	3383	307
10790	4035	110
12348	9906	288
2846	5910	195
8777	8904	255
10949	3658	33
4712	10558	312
5346	3271	253
4170	6798	288
1554	2355	266
12218	8783	120
10949	1730	288
2792	847	172
3515	402	80
7037	7779	288
8172	5025	283
6373	10635	33
4361	3375	195
2792	5078	255
4503	11720	251
6070	6201	65
4026	6622	14
1010	4268	14
2442	1937	303
1076	8180	249
1688	330	14
10790	1575	110
470	10307	133
872	7339	14
11111	300	14
9917	9011	330
3203	2701	160
3608	7607	116
9662	10432	33
829	6201	65
11548	8777	255
5950	12394	307
7037	3966	288
1360	3939	195
482	959	214
5535	6721	288
10108	77	307
7159	2844	214
5303	3099	85
10147	6911	155
10232	3056	307
9059	739	307
8832	9558	172
1064	6346	33
5707	5962	195
1881	11872	255
5078	7291	255
10752	3537	288
9377	8939	288
7444	1857	272
5173	5447	306
8068	10945	255
4210	4035	110
470	12271	133
829	12127	8
3662	10154	91
9268	3317	255
3959	6886	76
7131	4096	8
5831	12293	207
3846	9044	195
6864	10399	255
12273	2756	14
2754	2944	302
2001	2486	195
5612	11180	33
1495	12113	307
3465	2143	172
829	9702	288
575	2808	153
4011	5559	317
2714	10056	14
8254	3473	214
9377	8976	288
6983	1984	8
2571	2536	4
6585	3102	14
6465	2982	85
482	9701	194
5300	3959	33
8008	8390	195
2943	4123	14
5494	8013	240
6845	5365	288
5831	1575	91
7373	78	288
5029	402	80
6864	3473	214
9598	402	80
974	4943	31
12020	6740	255
6909	2355	113
7607	11048	307
7161	6442	92
5983	8002	282
11444	12308	160
2701	3768	33
10642	9013	33
5685	3271	253
6199	5758	288
2243	3375	195
11787	9647	294
10463	8066	51
1212	1810	21
11035	8351	117
10270	4591	307
5046	11369	288
2808	6730	313
5738	11305	195
1871	2872	307
5692	5078	255
7033	144	268
7337	6810	214
9122	3616	63
1657	1451	260
983	6000	33
4268	4141	116
2435	6036	307
482	4837	195
4858	8002	188
1336	402	80
9930	6633	325
9024	9681	65
2404	5763	195
7508	1689	195
5101	5360	14
7189	3473	214
5859	11813	195
1568	6821	288
8777	3939	195
383	8014	195
2493	8941	214
7111	11254	255
1640	10947	33
1429	12042	255
1336	5292	14
3718	10060	187
7111	1881	255
